Verb,conjugation,subject,option,verb_translation,subject_translation,option_translation,verb_base,subject_base,option_base
rire, r, 3-sg-f, indicatif-passe-simple, laugh, she, indicatif passe simple,rire,,
rire, r, 3-sg-n, indicatif-passe-simple, laugh, it, indicatif passe simple,rire,,
rire, r, 1-pl, indicatif-passe-simple, laugh, we, indicatif passe simple,rire,,
rire, r, 2-pl, indicatif-passe-simple, laugh, you all, indicatif passe simple,rire,,
rire, r, 3-pl-m, indicatif-passe-simple, laugh, they (m), indicatif passe simple,rire,,
rire, r, 3-pl-f, indicatif-passe-simple, laugh, they (f), indicatif passe simple,rire,,
rire, r, 1-sg, indicatif-present, laugh, i, indicatif present,rire,,
rire, r, 2-sg, indicatif-present, laugh, you, indicatif present,rire,,
rire, r, 3-sg-m, indicatif-present, laugh, he, indicatif present,rire,,
rire, r, 3-sg-f, indicatif-present, laugh, she, indicatif present,rire,,
rire, r, 3-sg-n, indicatif-present, laugh, it, indicatif present,rire,,
rire, r, 1-pl, indicatif-present, laugh, we, indicatif present,rire,,
rire, r, 2-pl, indicatif-present, laugh, you all, indicatif present,rire,,
rire, r, 3-pl-m, indicatif-present, laugh, they (m), indicatif present,rire,,
rire, r, 3-pl-f, indicatif-present, laugh, they (f), indicatif present,rire,,
rire, r, 3-sg-m, participe-passe, laugh, he, participe passe,rire,,
rire, r, 3-pl-m, participe-passe, laugh, they (m), participe passe,rire,,
rire, r, 3-sg-f, participe-passe, laugh, she, participe passe,rire,,
rire, r, 3-pl-f, participe-passe, laugh, they (f), participe passe,rire,,
rire, r, 1-sg, subjonctif-imparfait, laugh, i, subjonctif imparfait,rire,,
rire, r, 2-sg, subjonctif-imparfait, laugh, you, subjonctif imparfait,rire,,
rire, r, 3-sg-m, subjonctif-imparfait, laugh, he, subjonctif imparfait,rire,,
rire, r, 3-sg-f, subjonctif-imparfait, laugh, she, subjonctif imparfait,rire,,
rire, r, 3-sg-n, subjonctif-imparfait, laugh, it, subjonctif imparfait,rire,,
rire, r, 1-pl, subjonctif-imparfait, laugh, we, subjonctif imparfait,rire,,
rire, r, 2-pl, subjonctif-imparfait, laugh, you all, subjonctif imparfait,rire,,
rire, r, 3-pl-m, subjonctif-imparfait, laugh, they (m), subjonctif imparfait,rire,,
rire, r, 3-pl-f, subjonctif-imparfait, laugh, they (f), subjonctif imparfait,rire,,
rire, r, 1-sg, subjonctif-present, laugh, i, subjonctif present,rire,,
rire, r, 2-sg, subjonctif-present, laugh, you, subjonctif present,rire,,
rire, r, 3-sg-m, subjonctif-present, laugh, he, subjonctif present,rire,,
rire, r, 3-sg-f, subjonctif-present, laugh, she, subjonctif present,rire,,
rire, r, 3-sg-n, subjonctif-present, laugh, it, subjonctif present,rire,,
rire, r, 1-pl, subjonctif-present, laugh, we, subjonctif present,rire,,
rire, r, 2-pl, subjonctif-present, laugh, you all, subjonctif present,rire,,
rire, r, 3-pl-m, subjonctif-present, laugh, they (m), subjonctif present,rire,,
rire, r, 3-pl-f, subjonctif-present, laugh, they (f), subjonctif present,rire,,
regler, r, 1-sg, conditionnel-present, adjust, i, conditionnel present,regler,,
regler, r, 2-sg, conditionnel-present, adjust, you, conditionnel present,regler,,
regler, r, 3-sg-m, conditionnel-present, adjust, he, conditionnel present,regler,,
regler, r, 3-sg-f, conditionnel-present, adjust, she, conditionnel present,regler,,
regler, r, 3-sg-n, conditionnel-present, adjust, it, conditionnel present,regler,,
regler, r, 1-pl, conditionnel-present, adjust, we, conditionnel present,regler,,
regler, r, 2-pl, conditionnel-present, adjust, you all, conditionnel present,regler,,
regler, r, 3-pl-m, conditionnel-present, adjust, they (m), conditionnel present,regler,,
regler, r, 3-pl-f, conditionnel-present, adjust, they (f), conditionnel present,regler,,
regler, r, 1-sg, imperatif-present, adjust, i, imperatif present,regler,,
regler, r, 2-sg, imperatif-present, adjust, you, imperatif present,regler,,
regler, r, 3-sg-m, imperatif-present, adjust, he, imperatif present,regler,,
regler, r, 3-sg-f, imperatif-present, adjust, she, imperatif present,regler,,
regler, r, 3-sg-n, imperatif-present, adjust, it, imperatif present,regler,,
regler, r, 1-sg, indicatif-futur, adjust, i, indicatif futur,regler,,
regler, r, 2-sg, indicatif-futur, adjust, you, indicatif futur,regler,,
regler, r, 3-sg-m, indicatif-futur, adjust, he, indicatif futur,regler,,
regler, r, 3-sg-f, indicatif-futur, adjust, she, indicatif futur,regler,,
regler, r, 3-sg-n, indicatif-futur, adjust, it, indicatif futur,regler,,
regler, r, 1-pl, indicatif-futur, adjust, we, indicatif futur,regler,,
regler, r, 2-pl, indicatif-futur, adjust, you all, indicatif futur,regler,,
regler, r, 3-pl-m, indicatif-futur, adjust, they (m), indicatif futur,regler,,
regler, r, 3-pl-f, indicatif-futur, adjust, they (f), indicatif futur,regler,,
regler, r, 1-sg, indicatif-imparfait, adjust, i, indicatif imparfait,regler,,
regler, r, 2-sg, indicatif-imparfait, adjust, you, indicatif imparfait,regler,,
regler, r, 3-sg-m, indicatif-imparfait, adjust, he, indicatif imparfait,regler,,
regler, r, 3-sg-f, indicatif-imparfait, adjust, she, indicatif imparfait,regler,,
regler, r, 3-sg-n, indicatif-imparfait, adjust, it, indicatif imparfait,regler,,
regler, r, 1-pl, indicatif-imparfait, adjust, we, indicatif imparfait,regler,,
regler, r, 2-pl, indicatif-imparfait, adjust, you all, indicatif imparfait,regler,,
regler, r, 3-pl-m, indicatif-imparfait, adjust, they (m), indicatif imparfait,regler,,
regler, r, 3-pl-f, indicatif-imparfait, adjust, they (f), indicatif imparfait,regler,,
regler, r, 1-sg, indicatif-passe-simple, adjust, i, indicatif passe simple,regler,,
regler, r, 2-sg, indicatif-passe-simple, adjust, you, indicatif passe simple,regler,,
regler, r, 3-sg-m, indicatif-passe-simple, adjust, he, indicatif passe simple,regler,,
regler, r, 3-sg-f, indicatif-passe-simple, adjust, she, indicatif passe simple,regler,,
regler, r, 3-sg-n, indicatif-passe-simple, adjust, it, indicatif passe simple,regler,,
regler, r, 1-pl, indicatif-passe-simple, adjust, we, indicatif passe simple,regler,,
regler, r, 2-pl, indicatif-passe-simple, adjust, you all, indicatif passe simple,regler,,
regler, r, 3-pl-m, indicatif-passe-simple, adjust, they (m), indicatif passe simple,regler,,
regler, r, 3-pl-f, indicatif-passe-simple, adjust, they (f), indicatif passe simple,regler,,
regler, r, 1-sg, indicatif-present, adjust, i, indicatif present,regler,,
regler, r, 2-sg, indicatif-present, adjust, you, indicatif present,regler,,
regler, r, 3-sg-m, indicatif-present, adjust, he, indicatif present,regler,,
regler, r, 3-sg-f, indicatif-present, adjust, she, indicatif present,regler,,
regler, r, 3-sg-n, indicatif-present, adjust, it, indicatif present,regler,,
regler, r, 1-pl, indicatif-present, adjust, we, indicatif present,regler,,
regler, r, 2-pl, indicatif-present, adjust, you all, indicatif present,regler,,
regler, r, 3-pl-m, indicatif-present, adjust, they (m), indicatif present,regler,,
regler, r, 3-pl-f, indicatif-present, adjust, they (f), indicatif present,regler,,
regler, r, 3-sg-m, participe-passe, adjust, he, participe passe,regler,,
regler, r, 3-pl-m, participe-passe, adjust, they (m), participe passe,regler,,
regler, r, 3-sg-f, participe-passe, adjust, she, participe passe,regler,,
regler, r, 3-pl-f, participe-passe, adjust, they (f), participe passe,regler,,
regler, r, 1-sg, subjonctif-imparfait, adjust, i, subjonctif imparfait,regler,,
regler, r, 2-sg, subjonctif-imparfait, adjust, you, subjonctif imparfait,regler,,
regler, r, 3-sg-m, subjonctif-imparfait, adjust, he, subjonctif imparfait,regler,,
regler, r, 3-sg-f, subjonctif-imparfait, adjust, she, subjonctif imparfait,regler,,
regler, r, 3-sg-n, subjonctif-imparfait, adjust, it, subjonctif imparfait,regler,,
regler, r, 1-pl, subjonctif-imparfait, adjust, we, subjonctif imparfait,regler,,
regler, r, 2-pl, subjonctif-imparfait, adjust, you all, subjonctif imparfait,regler,,
regler, r, 3-pl-m, subjonctif-imparfait, adjust, they (m), subjonctif imparfait,regler,,
regler, r, 3-pl-f, subjonctif-imparfait, adjust, they (f), subjonctif imparfait,regler,,
regler, r, 1-sg, subjonctif-present, adjust, i, subjonctif present,regler,,
regler, r, 2-sg, subjonctif-present, adjust, you, subjonctif present,regler,,
regler, r, 3-sg-m, subjonctif-present, adjust, he, subjonctif present,regler,,
regler, r, 3-sg-f, subjonctif-present, adjust, she, subjonctif present,regler,,
regler, r, 3-sg-n, subjonctif-present, adjust, it, subjonctif present,regler,,
regler, r, 1-pl, subjonctif-present, adjust, we, subjonctif present,regler,,
regler, r, 2-pl, subjonctif-present, adjust, you all, subjonctif present,regler,,
regler, r, 3-pl-m, subjonctif-present, adjust, they (m), subjonctif present,regler,,
regler, r, 3-pl-f, subjonctif-present, adjust, they (f), subjonctif present,regler,,
regner, r, 1-sg, conditionnel-present, reign, i, conditionnel present,regner,,
regner, r, 2-sg, conditionnel-present, reign, you, conditionnel present,regner,,
regner, r, 3-sg-m, conditionnel-present, reign, he, conditionnel present,regner,,
regner, r, 3-sg-f, conditionnel-present, reign, she, conditionnel present,regner,,
regner, r, 3-sg-n, conditionnel-present, reign, it, conditionnel present,regner,,
regner, r, 1-pl, conditionnel-present, reign, we, conditionnel present,regner,,
regner, r, 2-pl, conditionnel-present, reign, you all, conditionnel present,regner,,
regner, r, 3-pl-m, conditionnel-present, reign, they (m), conditionnel present,regner,,
regner, r, 3-pl-f, conditionnel-present, reign, they (f), conditionnel present,regner,,
regner, r, 1-sg, imperatif-present, reign, i, imperatif present,regner,,
regner, r, 2-sg, imperatif-present, reign, you, imperatif present,regner,,
regner, r, 3-sg-m, imperatif-present, reign, he, imperatif present,regner,,
regner, r, 3-sg-f, imperatif-present, reign, she, imperatif present,regner,,
regner, r, 3-sg-n, imperatif-present, reign, it, imperatif present,regner,,
regner, r, 1-sg, indicatif-futur, reign, i, indicatif futur,regner,,
regner, r, 2-sg, indicatif-futur, reign, you, indicatif futur,regner,,
regner, r, 3-sg-m, indicatif-futur, reign, he, indicatif futur,regner,,
regner, r, 3-sg-f, indicatif-futur, reign, she, indicatif futur,regner,,
regner, r, 3-sg-n, indicatif-futur, reign, it, indicatif futur,regner,,
regner, r, 1-pl, indicatif-futur, reign, we, indicatif futur,regner,,
regner, r, 2-pl, indicatif-futur, reign, you all, indicatif futur,regner,,
regner, r, 3-pl-m, indicatif-futur, reign, they (m), indicatif futur,regner,,
regner, r, 3-pl-f, indicatif-futur, reign, they (f), indicatif futur,regner,,
regner, r, 1-sg, indicatif-imparfait, reign, i, indicatif imparfait,regner,,
regner, r, 2-sg, indicatif-imparfait, reign, you, indicatif imparfait,regner,,
regner, r, 3-sg-m, indicatif-imparfait, reign, he, indicatif imparfait,regner,,
regner, r, 3-sg-f, indicatif-imparfait, reign, she, indicatif imparfait,regner,,
regner, r, 3-sg-n, indicatif-imparfait, reign, it, indicatif imparfait,regner,,
regner, r, 1-pl, indicatif-imparfait, reign, we, indicatif imparfait,regner,,
regner, r, 2-pl, indicatif-imparfait, reign, you all, indicatif imparfait,regner,,
regner, r, 3-pl-m, indicatif-imparfait, reign, they (m), indicatif imparfait,regner,,
regner, r, 3-pl-f, indicatif-imparfait, reign, they (f), indicatif imparfait,regner,,
regner, r, 1-sg, indicatif-passe-simple, reign, i, indicatif passe simple,regner,,
regner, r, 2-sg, indicatif-passe-simple, reign, you, indicatif passe simple,regner,,
regner, r, 3-sg-m, indicatif-passe-simple, reign, he, indicatif passe simple,regner,,
regner, r, 3-sg-f, indicatif-passe-simple, reign, she, indicatif passe simple,regner,,
regner, r, 3-sg-n, indicatif-passe-simple, reign, it, indicatif passe simple,regner,,
regner, r, 1-pl, indicatif-passe-simple, reign, we, indicatif passe simple,regner,,
regner, r, 2-pl, indicatif-passe-simple, reign, you all, indicatif passe simple,regner,,
regner, r, 3-pl-m, indicatif-passe-simple, reign, they (m), indicatif passe simple,regner,,
regner, r, 3-pl-f, indicatif-passe-simple, reign, they (f), indicatif passe simple,regner,,
regner, r, 1-sg, indicatif-present, reign, i, indicatif present,regner,,
regner, r, 2-sg, indicatif-present, reign, you, indicatif present,regner,,
regner, r, 3-sg-m, indicatif-present, reign, he, indicatif present,regner,,
regner, r, 3-sg-f, indicatif-present, reign, she, indicatif present,regner,,
regner, r, 3-sg-n, indicatif-present, reign, it, indicatif present,regner,,
regner, r, 1-pl, indicatif-present, reign, we, indicatif present,regner,,
regner, r, 2-pl, indicatif-present, reign, you all, indicatif present,regner,,
regner, r, 3-pl-m, indicatif-present, reign, they (m), indicatif present,regner,,
regner, r, 3-pl-f, indicatif-present, reign, they (f), indicatif present,regner,,
regner, r, 3-sg-m, participe-passe, reign, he, participe passe,regner,,
regner, r, 3-pl-m, participe-passe, reign, they (m), participe passe,regner,,
regner, r, 3-sg-f, participe-passe, reign, she, participe passe,regner,,
regner, r, 3-pl-f, participe-passe, reign, they (f), participe passe,regner,,
regner, r, 1-sg, subjonctif-imparfait, reign, i, subjonctif imparfait,regner,,
regner, r, 2-sg, subjonctif-imparfait, reign, you, subjonctif imparfait,regner,,
regner, r, 3-sg-m, subjonctif-imparfait, reign, he, subjonctif imparfait,regner,,
regner, r, 3-sg-f, subjonctif-imparfait, reign, she, subjonctif imparfait,regner,,
regner, r, 3-sg-n, subjonctif-imparfait, reign, it, subjonctif imparfait,regner,,
regner, r, 1-pl, subjonctif-imparfait, reign, we, subjonctif imparfait,regner,,
regner, r, 2-pl, subjonctif-imparfait, reign, you all, subjonctif imparfait,regner,,
regner, r, 3-pl-m, subjonctif-imparfait, reign, they (m), subjonctif imparfait,regner,,
regner, r, 3-pl-f, subjonctif-imparfait, reign, they (f), subjonctif imparfait,regner,,
regner, r, 1-sg, subjonctif-present, reign, i, subjonctif present,regner,,
regner, r, 2-sg, subjonctif-present, reign, you, subjonctif present,regner,,
regner, r, 3-sg-m, subjonctif-present, reign, he, subjonctif present,regner,,
regner, r, 3-sg-f, subjonctif-present, reign, she, subjonctif present,regner,,
regner, r, 3-sg-n, subjonctif-present, reign, it, subjonctif present,regner,,
regner, r, 1-pl, subjonctif-present, reign, we, subjonctif present,regner,,
regner, r, 2-pl, subjonctif-present, reign, you all, subjonctif present,regner,,
regner, r, 3-pl-m, subjonctif-present, reign, they (m), subjonctif present,regner,,
regner, r, 3-pl-f, subjonctif-present, reign, they (f), subjonctif present,regner,,
receper, rec, 1-sg, conditionnel-present, ratoon, i, conditionnel present,receper,,
receper, rec, 2-sg, conditionnel-present, ratoon, you, conditionnel present,receper,,
receper, rec, 3-sg-m, conditionnel-present, ratoon, he, conditionnel present,receper,,
receper, rec, 3-sg-f, conditionnel-present, ratoon, she, conditionnel present,receper,,
receper, rec, 3-sg-n, conditionnel-present, ratoon, it, conditionnel present,receper,,
receper, rec, 1-pl, conditionnel-present, ratoon, we, conditionnel present,receper,,
receper, rec, 2-pl, conditionnel-present, ratoon, you all, conditionnel present,receper,,
receper, rec, 3-pl-m, conditionnel-present, ratoon, they (m), conditionnel present,receper,,
receper, rec, 3-pl-f, conditionnel-present, ratoon, they (f), conditionnel present,receper,,
receper, rec, 1-sg, imperatif-present, ratoon, i, imperatif present,receper,,
receper, rec, 2-sg, imperatif-present, ratoon, you, imperatif present,receper,,
receper, rec, 3-sg-m, imperatif-present, ratoon, he, imperatif present,receper,,
receper, rec, 3-sg-f, imperatif-present, ratoon, she, imperatif present,receper,,
receper, rec, 3-sg-n, imperatif-present, ratoon, it, imperatif present,receper,,
receper, rec, 1-sg, indicatif-futur, ratoon, i, indicatif futur,receper,,
receper, rec, 2-sg, indicatif-futur, ratoon, you, indicatif futur,receper,,
receper, rec, 3-sg-m, indicatif-futur, ratoon, he, indicatif futur,receper,,
receper, rec, 3-sg-f, indicatif-futur, ratoon, she, indicatif futur,receper,,
receper, rec, 3-sg-n, indicatif-futur, ratoon, it, indicatif futur,receper,,
receper, rec, 1-pl, indicatif-futur, ratoon, we, indicatif futur,receper,,
receper, rec, 2-pl, indicatif-futur, ratoon, you all, indicatif futur,receper,,
receper, rec, 3-pl-m, indicatif-futur, ratoon, they (m), indicatif futur,receper,,
receper, rec, 3-pl-f, indicatif-futur, ratoon, they (f), indicatif futur,receper,,
receper, rec, 1-sg, indicatif-imparfait, ratoon, i, indicatif imparfait,receper,,
receper, rec, 2-sg, indicatif-imparfait, ratoon, you, indicatif imparfait,receper,,
receper, rec, 3-sg-m, indicatif-imparfait, ratoon, he, indicatif imparfait,receper,,
receper, rec, 3-sg-f, indicatif-imparfait, ratoon, she, indicatif imparfait,receper,,
receper, rec, 3-sg-n, indicatif-imparfait, ratoon, it, indicatif imparfait,receper,,
receper, rec, 1-pl, indicatif-imparfait, ratoon, we, indicatif imparfait,receper,,
receper, rec, 2-pl, indicatif-imparfait, ratoon, you all, indicatif imparfait,receper,,
receper, rec, 3-pl-m, indicatif-imparfait, ratoon, they (m), indicatif imparfait,receper,,
receper, rec, 3-pl-f, indicatif-imparfait, ratoon, they (f), indicatif imparfait,receper,,
receper, rec, 1-sg, indicatif-passe-simple, ratoon, i, indicatif passe simple,receper,,
receper, rec, 2-sg, indicatif-passe-simple, ratoon, you, indicatif passe simple,receper,,
receper, rec, 3-sg-m, indicatif-passe-simple, ratoon, he, indicatif passe simple,receper,,
receper, rec, 3-sg-f, indicatif-passe-simple, ratoon, she, indicatif passe simple,receper,,
receper, rec, 3-sg-n, indicatif-passe-simple, ratoon, it, indicatif passe simple,receper,,
receper, rec, 1-pl, indicatif-passe-simple, ratoon, we, indicatif passe simple,receper,,
receper, rec, 2-pl, indicatif-passe-simple, ratoon, you all, indicatif passe simple,receper,,
receper, rec, 3-pl-m, indicatif-passe-simple, ratoon, they (m), indicatif passe simple,receper,,
receper, rec, 3-pl-f, indicatif-passe-simple, ratoon, they (f), indicatif passe simple,receper,,
receper, rec, 1-sg, indicatif-present, ratoon, i, indicatif present,receper,,
receper, rec, 2-sg, indicatif-present, ratoon, you, indicatif present,receper,,
receper, rec, 3-sg-m, indicatif-present, ratoon, he, indicatif present,receper,,
receper, rec, 3-sg-f, indicatif-present, ratoon, she, indicatif present,receper,,
receper, rec, 3-sg-n, indicatif-present, ratoon, it, indicatif present,receper,,
receper, rec, 1-pl, indicatif-present, ratoon, we, indicatif present,receper,,
receper, rec, 2-pl, indicatif-present, ratoon, you all, indicatif present,receper,,
receper, rec, 3-pl-m, indicatif-present, ratoon, they (m), indicatif present,receper,,
receper, rec, 3-pl-f, indicatif-present, ratoon, they (f), indicatif present,receper,,
receper, rec, 3-sg-m, participe-passe, ratoon, he, participe passe,receper,,
receper, rec, 3-pl-m, participe-passe, ratoon, they (m), participe passe,receper,,
receper, rec, 3-sg-f, participe-passe, ratoon, she, participe passe,receper,,
receper, rec, 3-pl-f, participe-passe, ratoon, they (f), participe passe,receper,,
receper, rec, 1-sg, subjonctif-imparfait, ratoon, i, subjonctif imparfait,receper,,
receper, rec, 2-sg, subjonctif-imparfait, ratoon, you, subjonctif imparfait,receper,,
receper, rec, 3-sg-m, subjonctif-imparfait, ratoon, he, subjonctif imparfait,receper,,
receper, rec, 3-sg-f, subjonctif-imparfait, ratoon, she, subjonctif imparfait,receper,,
receper, rec, 3-sg-n, subjonctif-imparfait, ratoon, it, subjonctif imparfait,receper,,
receper, rec, 1-pl, subjonctif-imparfait, ratoon, we, subjonctif imparfait,receper,,
receper, rec, 2-pl, subjonctif-imparfait, ratoon, you all, subjonctif imparfait,receper,,
receper, rec, 3-pl-m, subjonctif-imparfait, ratoon, they (m), subjonctif imparfait,receper,,
receper, rec, 3-pl-f, subjonctif-imparfait, ratoon, they (f), subjonctif imparfait,receper,,
receper, rec, 1-sg, subjonctif-present, ratoon, i, subjonctif present,receper,,
receper, rec, 2-sg, subjonctif-present, ratoon, you, subjonctif present,receper,,
receper, rec, 3-sg-m, subjonctif-present, ratoon, he, subjonctif present,receper,,
receper, rec, 3-sg-f, subjonctif-present, ratoon, she, subjonctif present,receper,,
receper, rec, 3-sg-n, subjonctif-present, ratoon, it, subjonctif present,receper,,
receper, rec, 1-pl, subjonctif-present, ratoon, we, subjonctif present,receper,,
receper, rec, 2-pl, subjonctif-present, ratoon, you all, subjonctif present,receper,,
receper, rec, 3-pl-m, subjonctif-present, ratoon, they (m), subjonctif present,receper,,
receper, rec, 3-pl-f, subjonctif-present, ratoon, they (f), subjonctif present,receper,,
receper, rec, 1-sg, conditionnel-present, ratoon, i, conditionnel present,receper,,
receper, rec, 2-sg, conditionnel-present, ratoon, you, conditionnel present,receper,,
receper, rec, 3-sg-m, conditionnel-present, ratoon, he, conditionnel present,receper,,
receper, rec, 3-sg-f, conditionnel-present, ratoon, she, conditionnel present,receper,,
receper, rec, 3-sg-n, conditionnel-present, ratoon, it, conditionnel present,receper,,
receper, rec, 1-pl, conditionnel-present, ratoon, we, conditionnel present,receper,,
receper, rec, 2-pl, conditionnel-present, ratoon, you all, conditionnel present,receper,,
receper, rec, 3-pl-m, conditionnel-present, ratoon, they (m), conditionnel present,receper,,
receper, rec, 3-pl-f, conditionnel-present, ratoon, they (f), conditionnel present,receper,,
receper, rec, 1-sg, imperatif-present, ratoon, i, imperatif present,receper,,
receper, rec, 2-sg, imperatif-present, ratoon, you, imperatif present,receper,,
receper, rec, 3-sg-m, imperatif-present, ratoon, he, imperatif present,receper,,
receper, rec, 3-sg-f, imperatif-present, ratoon, she, imperatif present,receper,,
receper, rec, 3-sg-n, imperatif-present, ratoon, it, imperatif present,receper,,
receper, rec, 1-sg, indicatif-futur, ratoon, i, indicatif futur,receper,,
receper, rec, 2-sg, indicatif-futur, ratoon, you, indicatif futur,receper,,
receper, rec, 3-sg-m, indicatif-futur, ratoon, he, indicatif futur,receper,,
receper, rec, 3-sg-f, indicatif-futur, ratoon, she, indicatif futur,receper,,
receper, rec, 3-sg-n, indicatif-futur, ratoon, it, indicatif futur,receper,,
receper, rec, 1-pl, indicatif-futur, ratoon, we, indicatif futur,receper,,
receper, rec, 2-pl, indicatif-futur, ratoon, you all, indicatif futur,receper,,
receper, rec, 3-pl-m, indicatif-futur, ratoon, they (m), indicatif futur,receper,,
receper, rec, 3-pl-f, indicatif-futur, ratoon, they (f), indicatif futur,receper,,
receper, rec, 1-sg, indicatif-imparfait, ratoon, i, indicatif imparfait,receper,,
receper, rec, 2-sg, indicatif-imparfait, ratoon, you, indicatif imparfait,receper,,
receper, rec, 3-sg-m, indicatif-imparfait, ratoon, he, indicatif imparfait,receper,,
receper, rec, 3-sg-f, indicatif-imparfait, ratoon, she, indicatif imparfait,receper,,
receper, rec, 3-sg-n, indicatif-imparfait, ratoon, it, indicatif imparfait,receper,,
receper, rec, 1-pl, indicatif-imparfait, ratoon, we, indicatif imparfait,receper,,
receper, rec, 2-pl, indicatif-imparfait, ratoon, you all, indicatif imparfait,receper,,
receper, rec, 3-pl-m, indicatif-imparfait, ratoon, they (m), indicatif imparfait,receper,,
receper, rec, 3-pl-f, indicatif-imparfait, ratoon, they (f), indicatif imparfait,receper,,
receper, rec, 1-sg, indicatif-passe-simple, ratoon, i, indicatif passe simple,receper,,
receper, rec, 2-sg, indicatif-passe-simple, ratoon, you, indicatif passe simple,receper,,
receper, rec, 3-sg-m, indicatif-passe-simple, ratoon, he, indicatif passe simple,receper,,
receper, rec, 3-sg-f, indicatif-passe-simple, ratoon, she, indicatif passe simple,receper,,
receper, rec, 3-sg-n, indicatif-passe-simple, ratoon, it, indicatif passe simple,receper,,
receper, rec, 1-pl, indicatif-passe-simple, ratoon, we, indicatif passe simple,receper,,
receper, rec, 2-pl, indicatif-passe-simple, ratoon, you all, indicatif passe simple,receper,,
receper, rec, 3-pl-m, indicatif-passe-simple, ratoon, they (m), indicatif passe simple,receper,,
receper, rec, 3-pl-f, indicatif-passe-simple, ratoon, they (f), indicatif passe simple,receper,,
receper, rec, 1-sg, indicatif-present, ratoon, i, indicatif present,receper,,
receper, rec, 2-sg, indicatif-present, ratoon, you, indicatif present,receper,,
receper, rec, 3-sg-m, indicatif-present, ratoon, he, indicatif present,receper,,
receper, rec, 3-sg-f, indicatif-present, ratoon, she, indicatif present,receper,,
receper, rec, 3-sg-n, indicatif-present, ratoon, it, indicatif present,receper,,
receper, rec, 1-pl, indicatif-present, ratoon, we, indicatif present,receper,,
receper, rec, 2-pl, indicatif-present, ratoon, you all, indicatif present,receper,,
receper, rec, 3-pl-m, indicatif-present, ratoon, they (m), indicatif present,receper,,
receper, rec, 3-pl-f, indicatif-present, ratoon, they (f), indicatif present,receper,,
receper, rec, 3-sg-m, participe-passe, ratoon, he, participe passe,receper,,
receper, rec, 3-pl-m, participe-passe, ratoon, they (m), participe passe,receper,,
receper, rec, 3-sg-f, participe-passe, ratoon, she, participe passe,receper,,
receper, rec, 3-pl-f, participe-passe, ratoon, they (f), participe passe,receper,,
receper, rec, 1-sg, subjonctif-imparfait, ratoon, i, subjonctif imparfait,receper,,
receper, rec, 2-sg, subjonctif-imparfait, ratoon, you, subjonctif imparfait,receper,,
receper, rec, 3-sg-m, subjonctif-imparfait, ratoon, he, subjonctif imparfait,receper,,
receper, rec, 3-sg-f, subjonctif-imparfait, ratoon, she, subjonctif imparfait,receper,,
receper, rec, 3-sg-n, subjonctif-imparfait, ratoon, it, subjonctif imparfait,receper,,
receper, rec, 1-pl, subjonctif-imparfait, ratoon, we, subjonctif imparfait,receper,,
receper, rec, 2-pl, subjonctif-imparfait, ratoon, you all, subjonctif imparfait,receper,,
receper, rec, 3-pl-m, subjonctif-imparfait, ratoon, they (m), subjonctif imparfait,receper,,
receper, rec, 3-pl-f, subjonctif-imparfait, ratoon, they (f), subjonctif imparfait,receper,,
receper, rec, 1-sg, subjonctif-present, ratoon, i, subjonctif present,receper,,
receper, rec, 2-sg, subjonctif-present, ratoon, you, subjonctif present,receper,,
receper, rec, 3-sg-m, subjonctif-present, ratoon, he, subjonctif present,receper,,
receper, rec, 3-sg-f, subjonctif-present, ratoon, she, subjonctif present,receper,,
receper, rec, 3-sg-n, subjonctif-present, ratoon, it, subjonctif present,receper,,
receper, rec, 1-pl, subjonctif-present, ratoon, we, subjonctif present,receper,,
receper, rec, 2-pl, subjonctif-present, ratoon, you all, subjonctif present,receper,,
receper, rec, 3-pl-m, subjonctif-present, ratoon, they (m), subjonctif present,receper,,
receper, rec, 3-pl-f, subjonctif-present, ratoon, they (f), subjonctif present,receper,,
recroitre, recr, 1-sg, conditionnel-present, grow again, i, conditionnel present,recroitre,,
recroitre, recr, 2-sg, conditionnel-present, grow again, you, conditionnel present,recroitre,,
recroitre, recr, 3-sg-m, conditionnel-present, grow again, he, conditionnel present,recroitre,,
recroitre, recr, 3-sg-f, conditionnel-present, grow again, she, conditionnel present,recroitre,,
recroitre, recr, 3-sg-n, conditionnel-present, grow again, it, conditionnel present,recroitre,,
recroitre, recr, 1-pl, conditionnel-present, grow again, we, conditionnel present,recroitre,,
recroitre, recr, 2-pl, conditionnel-present, grow again, you all, conditionnel present,recroitre,,
recroitre, recr, 3-pl-m, conditionnel-present, grow again, they (m), conditionnel present,recroitre,,
recroitre, recr, 3-pl-f, conditionnel-present, grow again, they (f), conditionnel present,recroitre,,
recroitre, recr, 1-sg, imperatif-present, grow again, i, imperatif present,recroitre,,
recroitre, recr, 2-sg, imperatif-present, grow again, you, imperatif present,recroitre,,
recroitre, recr, 3-sg-m, imperatif-present, grow again, he, imperatif present,recroitre,,
recroitre, recr, 3-sg-f, imperatif-present, grow again, she, imperatif present,recroitre,,
recroitre, recr, 3-sg-n, imperatif-present, grow again, it, imperatif present,recroitre,,
recroitre, recr, 1-sg, indicatif-futur, grow again, i, indicatif futur,recroitre,,
recroitre, recr, 2-sg, indicatif-futur, grow again, you, indicatif futur,recroitre,,
recroitre, recr, 3-sg-m, indicatif-futur, grow again, he, indicatif futur,recroitre,,
