Verb,conjugation,subject,option,verb_translation,subject_translation,option_translation,verb_base
ouvrir, ouv, 3-pl-m, indicatif-present, open, They (m), Indicative,ouvrir
ouvrir, ouv, 3-pl-f, indicatif-present, open, They (f), Indicative,ouvrir
ouvrir, ouv, 3-sg-m, participe-passe, open, He, Participal,ouvrir
ouvrir, ouv, 3-pl-m, participe-passe, open, They (m), Participal,ouvrir
ouvrir, ouv, 3-sg-f, participe-passe, open, She, Participal,ouvrir
ouvrir, ouv, 3-pl-f, participe-passe, open, They (f), Participal,ouvrir
ouvrir, ouv, 1-sg, subjonctif-imparfait, open, I, Subjonctive,ouvrir
ouvrir, ouv, 2-sg, subjonctif-imparfait, open, You, Subjonctive,ouvrir
ouvrir, ouv, 3-sg-m, subjonctif-imparfait, open, He, Subjonctive,ouvrir
ouvrir, ouv, 3-sg-f, subjonctif-imparfait, open, She, Subjonctive,ouvrir
ouvrir, ouv, 3-sg-n, subjonctif-imparfait, open, It, Subjonctive,ouvrir
ouvrir, ouv, 1-pl, subjonctif-imparfait, open, We, Subjonctive,ouvrir
ouvrir, ouv, 2-pl, subjonctif-imparfait, open, You all, Subjonctive,ouvrir
ouvrir, ouv, 3-pl-m, subjonctif-imparfait, open, They (m), Subjonctive,ouvrir
ouvrir, ouv, 3-pl-f, subjonctif-imparfait, open, They (f), Subjonctive,ouvrir
ouvrir, ouv, 1-sg, subjonctif-present, open, I, Subjonctive,ouvrir
ouvrir, ouv, 2-sg, subjonctif-present, open, You, Subjonctive,ouvrir
ouvrir, ouv, 3-sg-m, subjonctif-present, open, He, Subjonctive,ouvrir
ouvrir, ouv, 3-sg-f, subjonctif-present, open, She, Subjonctive,ouvrir
ouvrir, ouv, 3-sg-n, subjonctif-present, open, It, Subjonctive,ouvrir
ouvrir, ouv, 1-pl, subjonctif-present, open, We, Subjonctive,ouvrir
ouvrir, ouv, 2-pl, subjonctif-present, open, You all, Subjonctive,ouvrir
ouvrir, ouv, 3-pl-m, subjonctif-present, open, They (m), Subjonctive,ouvrir
ouvrir, ouv, 3-pl-f, subjonctif-present, open, They (f), Subjonctive,ouvrir
paitre, p, 1-sg, conditionnel-present, graze, I, Conditional,paitre
paitre, p, 2-sg, conditionnel-present, graze, You, Conditional,paitre
paitre, p, 3-sg-m, conditionnel-present, graze, He, Conditional,paitre
paitre, p, 3-sg-f, conditionnel-present, graze, She, Conditional,paitre
paitre, p, 3-sg-n, conditionnel-present, graze, It, Conditional,paitre
paitre, p, 1-pl, conditionnel-present, graze, We, Conditional,paitre
paitre, p, 2-pl, conditionnel-present, graze, You all, Conditional,paitre
paitre, p, 3-pl-m, conditionnel-present, graze, They (m), Conditional,paitre
paitre, p, 3-pl-f, conditionnel-present, graze, They (f), Conditional,paitre
paitre, p, 1-sg, imperatif-present, graze, I, Imperative,paitre
paitre, p, 2-sg, imperatif-present, graze, You, Imperative,paitre
paitre, p, 3-sg-m, imperatif-present, graze, He, Imperative,paitre
paitre, p, 3-sg-f, imperatif-present, graze, She, Imperative,paitre
paitre, p, 3-sg-n, imperatif-present, graze, It, Imperative,paitre
paitre, p, 1-sg, indicatif-futur, graze, I, Indicative,paitre
paitre, p, 2-sg, indicatif-futur, graze, You, Indicative,paitre
paitre, p, 3-sg-m, indicatif-futur, graze, He, Indicative,paitre
paitre, p, 3-sg-f, indicatif-futur, graze, She, Indicative,paitre
paitre, p, 3-sg-n, indicatif-futur, graze, It, Indicative,paitre
paitre, p, 1-pl, indicatif-futur, graze, We, Indicative,paitre
paitre, p, 2-pl, indicatif-futur, graze, You all, Indicative,paitre
paitre, p, 3-pl-m, indicatif-futur, graze, They (m), Indicative,paitre
paitre, p, 3-pl-f, indicatif-futur, graze, They (f), Indicative,paitre
paitre, p, 1-sg, indicatif-imparfait, graze, I, Indicative,paitre
paitre, p, 2-sg, indicatif-imparfait, graze, You, Indicative,paitre
paitre, p, 3-sg-m, indicatif-imparfait, graze, He, Indicative,paitre
paitre, p, 3-sg-f, indicatif-imparfait, graze, She, Indicative,paitre
paitre, p, 3-sg-n, indicatif-imparfait, graze, It, Indicative,paitre
paitre, p, 1-pl, indicatif-imparfait, graze, We, Indicative,paitre
paitre, p, 2-pl, indicatif-imparfait, graze, You all, Indicative,paitre
paitre, p, 3-pl-m, indicatif-imparfait, graze, They (m), Indicative,paitre
paitre, p, 3-pl-f, indicatif-imparfait, graze, They (f), Indicative,paitre
paitre, p, 1-sg, indicatif-passe-simple, graze, I, Indicative,paitre
paitre, p, 2-sg, indicatif-passe-simple, graze, You, Indicative,paitre
paitre, p, 3-sg-m, indicatif-passe-simple, graze, He, Indicative,paitre
paitre, p, 3-sg-f, indicatif-passe-simple, graze, She, Indicative,paitre
paitre, p, 3-sg-n, indicatif-passe-simple, graze, It, Indicative,paitre
paitre, p, 1-pl, indicatif-passe-simple, graze, We, Indicative,paitre
paitre, p, 2-pl, indicatif-passe-simple, graze, You all, Indicative,paitre
paitre, p, 3-pl-m, indicatif-passe-simple, graze, They (m), Indicative,paitre
paitre, p, 3-pl-f, indicatif-passe-simple, graze, They (f), Indicative,paitre
paitre, p, 1-sg, indicatif-present, graze, I, Indicative,paitre
paitre, p, 2-sg, indicatif-present, graze, You, Indicative,paitre
paitre, p, 3-sg-m, indicatif-present, graze, He, Indicative,paitre
paitre, p, 3-sg-f, indicatif-present, graze, She, Indicative,paitre
paitre, p, 3-sg-n, indicatif-present, graze, It, Indicative,paitre
paitre, p, 1-pl, indicatif-present, graze, We, Indicative,paitre
paitre, p, 2-pl, indicatif-present, graze, You all, Indicative,paitre
paitre, p, 3-pl-m, indicatif-present, graze, They (m), Indicative,paitre
paitre, p, 3-pl-f, indicatif-present, graze, They (f), Indicative,paitre
paitre, p, 3-sg-m, participe-passe, graze, He, Participal,paitre
paitre, p, 3-pl-m, participe-passe, graze, They (m), Participal,paitre
paitre, p, 3-sg-f, participe-passe, graze, She, Participal,paitre
paitre, p, 3-pl-f, participe-passe, graze, They (f), Participal,paitre
paitre, p, 1-sg, subjonctif-imparfait, graze, I, Subjonctive,paitre
paitre, p, 2-sg, subjonctif-imparfait, graze, You, Subjonctive,paitre
paitre, p, 3-sg-m, subjonctif-imparfait, graze, He, Subjonctive,paitre
paitre, p, 3-sg-f, subjonctif-imparfait, graze, She, Subjonctive,paitre
paitre, p, 3-sg-n, subjonctif-imparfait, graze, It, Subjonctive,paitre
paitre, p, 1-pl, subjonctif-imparfait, graze, We, Subjonctive,paitre
paitre, p, 2-pl, subjonctif-imparfait, graze, You all, Subjonctive,paitre
paitre, p, 3-pl-m, subjonctif-imparfait, graze, They (m), Subjonctive,paitre
paitre, p, 3-pl-f, subjonctif-imparfait, graze, They (f), Subjonctive,paitre
paitre, p, 1-sg, subjonctif-present, graze, I, Subjonctive,paitre
paitre, p, 2-sg, subjonctif-present, graze, You, Subjonctive,paitre
paitre, p, 3-sg-m, subjonctif-present, graze, He, Subjonctive,paitre
paitre, p, 3-sg-f, subjonctif-present, graze, She, Subjonctive,paitre
paitre, p, 3-sg-n, subjonctif-present, graze, It, Subjonctive,paitre
paitre, p, 1-pl, subjonctif-present, graze, We, Subjonctive,paitre
paitre, p, 2-pl, subjonctif-present, graze, You all, Subjonctive,paitre
paitre, p, 3-pl-m, subjonctif-present, graze, They (m), Subjonctive,paitre
paitre, p, 3-pl-f, subjonctif-present, graze, They (f), Subjonctive,paitre
peler, p, 1-sg, conditionnel-present, peel, I, Conditional,peler
peler, p, 2-sg, conditionnel-present, peel, You, Conditional,peler
peler, p, 3-sg-m, conditionnel-present, peel, He, Conditional,peler
peler, p, 3-sg-f, conditionnel-present, peel, She, Conditional,peler
peler, p, 3-sg-n, conditionnel-present, peel, It, Conditional,peler
peler, p, 1-pl, conditionnel-present, peel, We, Conditional,peler
peler, p, 2-pl, conditionnel-present, peel, You all, Conditional,peler
peler, p, 3-pl-m, conditionnel-present, peel, They (m), Conditional,peler
peler, p, 3-pl-f, conditionnel-present, peel, They (f), Conditional,peler
peler, p, 1-sg, imperatif-present, peel, I, Imperative,peler
peler, p, 2-sg, imperatif-present, peel, You, Imperative,peler
peler, p, 3-sg-m, imperatif-present, peel, He, Imperative,peler
peler, p, 3-sg-f, imperatif-present, peel, She, Imperative,peler
peler, p, 3-sg-n, imperatif-present, peel, It, Imperative,peler
peler, p, 1-sg, indicatif-futur, peel, I, Indicative,peler
peler, p, 2-sg, indicatif-futur, peel, You, Indicative,peler
peler, p, 3-sg-m, indicatif-futur, peel, He, Indicative,peler
peler, p, 3-sg-f, indicatif-futur, peel, She, Indicative,peler
peler, p, 3-sg-n, indicatif-futur, peel, It, Indicative,peler
peler, p, 1-pl, indicatif-futur, peel, We, Indicative,peler
peler, p, 2-pl, indicatif-futur, peel, You all, Indicative,peler
peler, p, 3-pl-m, indicatif-futur, peel, They (m), Indicative,peler
peler, p, 3-pl-f, indicatif-futur, peel, They (f), Indicative,peler
peler, p, 1-sg, indicatif-imparfait, peel, I, Indicative,peler
peler, p, 2-sg, indicatif-imparfait, peel, You, Indicative,peler
peler, p, 3-sg-m, indicatif-imparfait, peel, He, Indicative,peler
peler, p, 3-sg-f, indicatif-imparfait, peel, She, Indicative,peler
peler, p, 3-sg-n, indicatif-imparfait, peel, It, Indicative,peler
peler, p, 1-pl, indicatif-imparfait, peel, We, Indicative,peler
peler, p, 2-pl, indicatif-imparfait, peel, You all, Indicative,peler
peler, p, 3-pl-m, indicatif-imparfait, peel, They (m), Indicative,peler
peler, p, 3-pl-f, indicatif-imparfait, peel, They (f), Indicative,peler
peler, p, 1-sg, indicatif-passe-simple, peel, I, Indicative,peler
peler, p, 2-sg, indicatif-passe-simple, peel, You, Indicative,peler
peler, p, 3-sg-m, indicatif-passe-simple, peel, He, Indicative,peler
peler, p, 3-sg-f, indicatif-passe-simple, peel, She, Indicative,peler
peler, p, 3-sg-n, indicatif-passe-simple, peel, It, Indicative,peler
peler, p, 1-pl, indicatif-passe-simple, peel, We, Indicative,peler
peler, p, 2-pl, indicatif-passe-simple, peel, You all, Indicative,peler
peler, p, 3-pl-m, indicatif-passe-simple, peel, They (m), Indicative,peler
peler, p, 3-pl-f, indicatif-passe-simple, peel, They (f), Indicative,peler
peler, p, 1-sg, indicatif-present, peel, I, Indicative,peler
peler, p, 2-sg, indicatif-present, peel, You, Indicative,peler
peler, p, 3-sg-m, indicatif-present, peel, He, Indicative,peler
peler, p, 3-sg-f, indicatif-present, peel, She, Indicative,peler
peler, p, 3-sg-n, indicatif-present, peel, It, Indicative,peler
peler, p, 1-pl, indicatif-present, peel, We, Indicative,peler
peler, p, 2-pl, indicatif-present, peel, You all, Indicative,peler
peler, p, 3-pl-m, indicatif-present, peel, They (m), Indicative,peler
peler, p, 3-pl-f, indicatif-present, peel, They (f), Indicative,peler
peler, p, 3-sg-m, participe-passe, peel, He, Participal,peler
peler, p, 3-pl-m, participe-passe, peel, They (m), Participal,peler
peler, p, 3-sg-f, participe-passe, peel, She, Participal,peler
peler, p, 3-pl-f, participe-passe, peel, They (f), Participal,peler
peler, p, 1-sg, subjonctif-imparfait, peel, I, Subjonctive,peler
peler, p, 2-sg, subjonctif-imparfait, peel, You, Subjonctive,peler
peler, p, 3-sg-m, subjonctif-imparfait, peel, He, Subjonctive,peler
peler, p, 3-sg-f, subjonctif-imparfait, peel, She, Subjonctive,peler
peler, p, 3-sg-n, subjonctif-imparfait, peel, It, Subjonctive,peler
peler, p, 1-pl, subjonctif-imparfait, peel, We, Subjonctive,peler
peler, p, 2-pl, subjonctif-imparfait, peel, You all, Subjonctive,peler
peler, p, 3-pl-m, subjonctif-imparfait, peel, They (m), Subjonctive,peler
peler, p, 3-pl-f, subjonctif-imparfait, peel, They (f), Subjonctive,peler
peler, p, 1-sg, subjonctif-present, peel, I, Subjonctive,peler
peler, p, 2-sg, subjonctif-present, peel, You, Subjonctive,peler
peler, p, 3-sg-m, subjonctif-present, peel, He, Subjonctive,peler
peler, p, 3-sg-f, subjonctif-present, peel, She, Subjonctive,peler
peler, p, 3-sg-n, subjonctif-present, peel, It, Subjonctive,peler
peler, p, 1-pl, subjonctif-present, peel, We, Subjonctive,peler
peler, p, 2-pl, subjonctif-present, peel, You all, Subjonctive,peler
peler, p, 3-pl-m, subjonctif-present, peel, They (m), Subjonctive,peler
peler, p, 3-pl-f, subjonctif-present, peel, They (f), Subjonctive,peler
peser, p, 1-sg, conditionnel-present, weigh, I, Conditional,peser
peser, p, 2-sg, conditionnel-present, weigh, You, Conditional,peser
peser, p, 3-sg-m, conditionnel-present, weigh, He, Conditional,peser
peser, p, 3-sg-f, conditionnel-present, weigh, She, Conditional,peser
peser, p, 3-sg-n, conditionnel-present, weigh, It, Conditional,peser
peser, p, 1-pl, conditionnel-present, weigh, We, Conditional,peser
peser, p, 2-pl, conditionnel-present, weigh, You all, Conditional,peser
peser, p, 3-pl-m, conditionnel-present, weigh, They (m), Conditional,peser
peser, p, 3-pl-f, conditionnel-present, weigh, They (f), Conditional,peser
peser, p, 1-sg, imperatif-present, weigh, I, Imperative,peser
peser, p, 2-sg, imperatif-present, weigh, You, Imperative,peser
peser, p, 3-sg-m, imperatif-present, weigh, He, Imperative,peser
peser, p, 3-sg-f, imperatif-present, weigh, She, Imperative,peser
peser, p, 3-sg-n, imperatif-present, weigh, It, Imperative,peser
peser, p, 1-sg, indicatif-futur, weigh, I, Indicative,peser
peser, p, 2-sg, indicatif-futur, weigh, You, Indicative,peser
peser, p, 3-sg-m, indicatif-futur, weigh, He, Indicative,peser
peser, p, 3-sg-f, indicatif-futur, weigh, She, Indicative,peser
peser, p, 3-sg-n, indicatif-futur, weigh, It, Indicative,peser
peser, p, 1-pl, indicatif-futur, weigh, We, Indicative,peser
peser, p, 2-pl, indicatif-futur, weigh, You all, Indicative,peser
peser, p, 3-pl-m, indicatif-futur, weigh, They (m), Indicative,peser
peser, p, 3-pl-f, indicatif-futur, weigh, They (f), Indicative,peser
peser, p, 1-sg, indicatif-imparfait, weigh, I, Indicative,peser
peser, p, 2-sg, indicatif-imparfait, weigh, You, Indicative,peser
peser, p, 3-sg-m, indicatif-imparfait, weigh, He, Indicative,peser
peser, p, 3-sg-f, indicatif-imparfait, weigh, She, Indicative,peser
peser, p, 3-sg-n, indicatif-imparfait, weigh, It, Indicative,peser
peser, p, 1-pl, indicatif-imparfait, weigh, We, Indicative,peser
peser, p, 2-pl, indicatif-imparfait, weigh, You all, Indicative,peser
peser, p, 3-pl-m, indicatif-imparfait, weigh, They (m), Indicative,peser
peser, p, 3-pl-f, indicatif-imparfait, weigh, They (f), Indicative,peser
peser, p, 1-sg, indicatif-passe-simple, weigh, I, Indicative,peser
peser, p, 2-sg, indicatif-passe-simple, weigh, You, Indicative,peser
peser, p, 3-sg-m, indicatif-passe-simple, weigh, He, Indicative,peser
peser, p, 3-sg-f, indicatif-passe-simple, weigh, She, Indicative,peser
peser, p, 3-sg-n, indicatif-passe-simple, weigh, It, Indicative,peser
peser, p, 1-pl, indicatif-passe-simple, weigh, We, Indicative,peser
peser, p, 2-pl, indicatif-passe-simple, weigh, You all, Indicative,peser
peser, p, 3-pl-m, indicatif-passe-simple, weigh, They (m), Indicative,peser
peser, p, 3-pl-f, indicatif-passe-simple, weigh, They (f), Indicative,peser
peser, p, 1-sg, indicatif-present, weigh, I, Indicative,peser
peser, p, 2-sg, indicatif-present, weigh, You, Indicative,peser
peser, p, 3-sg-m, indicatif-present, weigh, He, Indicative,peser
peser, p, 3-sg-f, indicatif-present, weigh, She, Indicative,peser
peser, p, 3-sg-n, indicatif-present, weigh, It, Indicative,peser
peser, p, 1-pl, indicatif-present, weigh, We, Indicative,peser
peser, p, 2-pl, indicatif-present, weigh, You all, Indicative,peser
peser, p, 3-pl-m, indicatif-present, weigh, They (m), Indicative,peser
peser, p, 3-pl-f, indicatif-present, weigh, They (f), Indicative,peser
peser, p, 3-sg-m, participe-passe, weigh, He, Participal,peser
peser, p, 3-pl-m, participe-passe, weigh, They (m), Participal,peser
peser, p, 3-sg-f, participe-passe, weigh, She, Participal,peser
peser, p, 3-pl-f, participe-passe, weigh, They (f), Participal,peser
peser, p, 1-sg, subjonctif-imparfait, weigh, I, Subjonctive,peser
peser, p, 2-sg, subjonctif-imparfait, weigh, You, Subjonctive,peser
peser, p, 3-sg-m, subjonctif-imparfait, weigh, He, Subjonctive,peser
peser, p, 3-sg-f, subjonctif-imparfait, weigh, She, Subjonctive,peser
peser, p, 3-sg-n, subjonctif-imparfait, weigh, It, Subjonctive,peser
peser, p, 1-pl, subjonctif-imparfait, weigh, We, Subjonctive,peser
peser, p, 2-pl, subjonctif-imparfait, weigh, You all, Subjonctive,peser
peser, p, 3-pl-m, subjonctif-imparfait, weigh, They (m), Subjonctive,peser
peser, p, 3-pl-f, subjonctif-imparfait, weigh, They (f), Subjonctive,peser
peser, p, 1-sg, subjonctif-present, weigh, I, Subjonctive,peser
peser, p, 2-sg, subjonctif-present, weigh, You, Subjonctive,peser
peser, p, 3-sg-m, subjonctif-present, weigh, He, Subjonctive,peser
peser, p, 3-sg-f, subjonctif-present, weigh, She, Subjonctive,peser
peser, p, 3-sg-n, subjonctif-present, weigh, It, Subjonctive,peser
peser, p, 1-pl, subjonctif-present, weigh, We, Subjonctive,peser
peser, p, 2-pl, subjonctif-present, weigh, You all, Subjonctive,peser
peser, p, 3-pl-m, subjonctif-present, weigh, They (m), Subjonctive,peser
peser, p, 3-pl-f, subjonctif-present, weigh, They (f), Subjonctive,peser
pouvoir, p, 1-sg, conditionnel-present, be able to, I, Conditional,pouvoir
pouvoir, p, 2-sg, conditionnel-present, be able to, You, Conditional,pouvoir
pouvoir, p, 3-sg-m, conditionnel-present, be able to, He, Conditional,pouvoir
pouvoir, p, 3-sg-f, conditionnel-present, be able to, She, Conditional,pouvoir
pouvoir, p, 3-sg-n, conditionnel-present, be able to, It, Conditional,pouvoir
pouvoir, p, 1-pl, conditionnel-present, be able to, We, Conditional,pouvoir
pouvoir, p, 2-pl, conditionnel-present, be able to, You all, Conditional,pouvoir
pouvoir, p, 3-pl-m, conditionnel-present, be able to, They (m), Conditional,pouvoir
pouvoir, p, 3-pl-f, conditionnel-present, be able to, They (f), Conditional,pouvoir
pouvoir, p, 1-sg, imperatif-present, be able to, I, Imperative,pouvoir
pouvoir, p, 2-sg, imperatif-present, be able to, You, Imperative,pouvoir
pouvoir, p, 3-sg-m, imperatif-present, be able to, He, Imperative,pouvoir
pouvoir, p, 3-sg-f, imperatif-present, be able to, She, Imperative,pouvoir
pouvoir, p, 3-sg-n, imperatif-present, be able to, It, Imperative,pouvoir
pouvoir, p, 1-sg, indicatif-futur, be able to, I, Indicative,pouvoir
pouvoir, p, 2-sg, indicatif-futur, be able to, You, Indicative,pouvoir
pouvoir, p, 3-sg-m, indicatif-futur, be able to, He, Indicative,pouvoir
pouvoir, p, 3-sg-f, indicatif-futur, be able to, She, Indicative,pouvoir
pouvoir, p, 3-sg-n, indicatif-futur, be able to, It, Indicative,pouvoir
pouvoir, p, 1-pl, indicatif-futur, be able to, We, Indicative,pouvoir
pouvoir, p, 2-pl, indicatif-futur, be able to, You all, Indicative,pouvoir
pouvoir, p, 3-pl-m, indicatif-futur, be able to, They (m), Indicative,pouvoir
pouvoir, p, 3-pl-f, indicatif-futur, be able to, They (f), Indicative,pouvoir
pouvoir, p, 1-sg, indicatif-imparfait, be able to, I, Indicative,pouvoir
pouvoir, p, 2-sg, indicatif-imparfait, be able to, You, Indicative,pouvoir
pouvoir, p, 3-sg-m, indicatif-imparfait, be able to, He, Indicative,pouvoir
pouvoir, p, 3-sg-f, indicatif-imparfait, be able to, She, Indicative,pouvoir
pouvoir, p, 3-sg-n, indicatif-imparfait, be able to, It, Indicative,pouvoir
pouvoir, p, 1-pl, indicatif-imparfait, be able to, We, Indicative,pouvoir
pouvoir, p, 2-pl, indicatif-imparfait, be able to, You all, Indicative,pouvoir
pouvoir, p, 3-pl-m, indicatif-imparfait, be able to, They (m), Indicative,pouvoir
pouvoir, p, 3-pl-f, indicatif-imparfait, be able to, They (f), Indicative,pouvoir
